name
deftoi
gunther
hellhulk
migda
naaruu
pratkak
spore
taurill overmind
grimgrim
grimshaw
grinko
griph
griswal
snitchly gritch
groff
groff ditcher
blom groffitch
groggin
grok grok
dretti grond
groonor
groshik
mehar grot
grotton
stam groundling
grozz
grrikke
grubs
grudakk
gruk
grumbog
grummart
grunta
grus
striland gryl
grymish
gaggaran gu
gubz
guerglenar
guerno
havidald guffin
tendo gugbridge
harisha gulan
gulin
gunganimpala
gunnaw
gurgle
gurlok
gusha
gutodj
gwark
gwarrk
gweeska
gyaxx
gyazil
gyd
massus gyne
gyntal
h'aam rydir
rhet h'rrr
h. ploodrib'l
haa lenn so
haash'n
haba
mett habble
felix habel
lekar hablis
hachi
turland hack
hadiss
hadrian
hagran
hahrynyar
hakan
hakin
mon halan
bravis halcyon
valin halcyon
half'pelt sen
kiru hali
hallisara
halorum
hamma
honarius hanast
hanley
hanna ding's jedi master
hannevik
derin hans
hansher
bret hanson
madrix hansor
hap
hapjax
har'kin
harbon
dirjo harch
the harch
harge
neemogh hargin
hari
dengo haribonn
shella harin
harkell
darth harkon
harlak
durm harmodius
harrin tarn
den harrit
eris harro
harvus
jarn harvus
rees haslip
hassi
hast ulim
hastun
hatchet
darth havok
hawk
hawkeye
uumay hawlatha
hawser
llek hawser
gillis hayner
haynes
hazziz
asran headows
heas
hebsly
hedda
hedge devlin
heen-sa
heitop
churg anaris hej
viktor hel
aila helano
heldar
heler
helg
helgred
helk
hella
heller
hellic
hellip
helmi
helok
elis helrot
hema
hemi
bralla hemm
hen puon
henle
henna
hennix
nik hepho
darth herbert
herkin
temp hero
herol
sesstian hesser
ola hest
budhila hestilic amura
hethra mcgrrrr
hetta pom
riegenn hetuu
fewn hew
heyeen
hezzoran
hhen
hhex
hhintha
toma hi'llani
nar hida
palo hidalla
hidden daggers eliminator
hiddi
hieroprince
high flight three
vlem hill
brendan hillin
hilo
matt hindle
tolan hing
mongo hingo
hira
hirim mitoka
carok hittak
ho'ror'te
daragi hoba
bashinan hodizwen
hoegler
hoge
hokk
dovish hokken
holam
holaq
holcolo
holenesh
holgurn
holla
tammia hollusen
holmes
bannidge holt
homack
darth homiiz
solomon honey
honnah
mian hoob
willrow hood
hooded wookiee
klen hoofber
hoogenz
hoole
hootkins
hopeata
skrat horle
horliss-horliss
hormf
the horn
corran horn
horodi
horororibb
hort
hoshen
hossalana
hoth stuff
houlilan
eamon houng
tey how
ri-lee howell
zo howler
sedra hoxin
hozuk
hril
hrosus
hrrgn
h. hrush
hryoth
hu jibwe
hudi
rff huff
hug'rer
hugard
hugh
huijari
huli
humat
jeyrs hundar
huruni hune
huorne
hurdiss
hurkk
lorenz hurlothrumb
malee hurra
hussor
aaz'del hutrick
stavu huu
huvaa
hyannis
hyllis
adronik hyllus
ormo hyn
hyor-ka
rhana hyss
herian i'ngre
i-zellam
iaco stark
iain
iasento
ibo truddispal
icamsam
ick'rik
icknya
idow
ieerat
ieklior
igern
terrib igmusk
ihami
crandor ijjix
ikaya
ilanda
ilario
ilb oyec
acix ileo
ilpatr'ii
sarb iltage
petrish imglor
imgree
imgree's padawan
darth immern
imperial ace
ina'irolia'kleoni
inaldra
inalis
indeera stokes' jedi master
indigo
klinn innala
innamin
tarn innis
eunice ino
inro jadrel
interceptor fire
dargen io
ioa
iolyn travanne
iquar
iraydion
uowas irgon
ghren ironwill
irrica
reeshee irway
irya kirsch
val isa
isab lex
ise pev trin
isham
lungrolph isher
isibray
roganda ismaren
jesba-be issa
ithcharaka
ror ithh
ithmir
itlar
iunist
ivies
iych-thae
izuma
j'gam
j'kek m'hoy trinia
j'pac ballre sem
j'rea
jaan
jaarl
jaay
simon jabesq
relva jace
jadia brink
jaga badur
jagger
jago
jagra
jagrainashod
vun merett jai
jair'i
jak'zin
hurn jak
jakris
jal
danith jalay
jamm mox
jamman
jand
jani
jann
jerus jannick
nanda-ree janoo
janott
janse
janssen
pruno jant
mete janvaren
jape
jape's jedi master
jar'ga
jarafok
gil jaretto
jariat rega
kohta jarik
rustyn jarl
jarmanidath
jarmo
thelo jarn
jarper
jom jarusch
jarv
jarwen
jas wit'u
rowe jascott
mroon jassa
dunn jassigan
quinn jast
jaste
jasten
jatras
jaun
zyn javeb
javen
ashe javi
andevor javin
javlin
javriel
jawabobo
jaws-of-death
jaxa
jay jay
jay stobie
jayce terril
jayd
jayelle
jaylin
jayse
jee jee
irra jeea
jeef
jeems
bozeden jeems
jeen
jeeta
jef broon sin
jeffers
jeffy
darrus jeht
jempa
jendon
sarrissa jeng
tarben jenoquan
dakk jenzik
jepha
noan jeraddi
jerchom
jerdan
jerel
jeremitt
jeremy
jeridel
exum jermit
darth jerra
jerri
jesef
jesrit
jessik
jessop
jester jedi
jet kordo
ilo jev
jhat
ji
marl jibs
jichora
jidel
jillian
jimmer
tril jindrax
jinitra yegghul
jinnix
jinsol
jinton
tooba jinx
jiod
caben jior
tu-wane jipps
parella jiramma baco
jitt
jjan
telmun jkarta
jlibbous
jmmaar
jo jo
jo'sol
jo-hn smot
thall joben
jobwah
jodak
jodara
jodi
joh
johgeshakka
johin
jojo
jokol
jolac
jollar
laren joma
jomandi grilao
davod jon
jonato
huetrin jones
simms jonndril
jonne
jonoin
jonton
maceb joodsen
selfin jook
ahhj jopleh
jor
efflan jor
jora malli's jedi master
jorad
joran raider
jorgis
jorhim
joria skarl
jorn
jorr
jorsooda
jorvik
joshi
josiah
josiah diar
lio josse
joth ver
jotis
augara jowil
joy rekkoff
joynder
jrul
ju'syl
jubal
jubben
jubel
jubilee
jukkyuk
jumis
jumpy
junus
jupas
thongla jur
juren
jurga
jurk
vidara jurness
dixon just
justinian
jwartek
jydu
jyrzk
k'iin
k'torna
ka'i'lorshin
kaa'lim p'uhn
kaarf
kaarok
thull kabanard
jood kabbas
kabbura
lynela kabe-oyu
kabeji
kablo
kacin
kaelynn
kagh'rell
kagi
kagoro
kahdah
kai vokals
kaido
kaij oo'ver
kaimme twins
kakon
kaktorf
vaxvissh kal ness
mar kalapa
kaldaar
kale skiprider
sanna kale
kalen
farion kalena
kalesh
fru kalg
kalhar
kaliah kublop
jak kalinda
zharva kall
freia kallea
kallic
portho kaltemmic
kalvan oliq
kalwar
mar ti kam'ron
kamala
needa kame
celesta kami
kanden
tishra kandia
kane
kang
kani
jem kani
kaniki
kanrii
rana kant
kara kiloka
kara regallium
faris karan
karasshki
kardo
thul kariss
aramis kariya
karjj
karka
karloo
karm
darth karnage
dered karno
karnos
karoon bogat
karsabi
karsim
karssk
karter
karthata
vinis karyvin
kason
kasra
kassis
veraslayn kast
kastovar
ludwin katarkus
kateena
aragu kato
katri
katrull
ryan kaufman
harido kavila
kawrelak
kaxx
kayderr
gaff kaylek
kaylon
hennet kayn
kazu
kazz
rasher ke'e
hali ke
andry ked
keder
kedler
morna kee
keehon
keeli
keelo
keenig
keer
keeto
keff
keff d'irst
keffan
avrac kefundee
kehal kehouris
torv keist
keith
keith seymour
aruden kej
norvaan kel
lor kelasakuroona
keldran
kelel
kelemer
kella antro
keller
kellic
kellimin
dutan kelliv
keln
lor keln
kelnacca
kelon
peto kelsan
keltric
kelvi
graxol kelvyyn
kemends
kemp
kenda
kenev
kenny
kenz
sam kenzie
keong
kep-she
lev kepzen
zikk keradd
kerm
uther kermen
kerrithrarr
keskar
kesmer faloodi
kessel krusher
kesselrunner
kestee zannacuro
kesyk
bialia kesyk
ric ket
ketku
cay ploon kett
ketwol
murkel kev
alroy kever
kevin
key'lya
gamut key
keyra
merzin keysax
ista kezever
kezrin almovar
tawss khaa
khaleen hentz
oriss khan
kharulu neen
khediva
khemt
mal khestekk
khobisho
ka-moon kholi
khossk
frk khr drn
khrobastra
khwir
khypes
diskio khzrry
k'lial khzrry
ki'shai
ki-lu
ry ki-sakka
brult kiais
kiba
kicker
kiefer
kiehart
kiernan
nik kigee
plun kil
kilburn
kilit four
killena
kilowarr
kimbe
kimogi
kin shiff
tanne kinalos
darson kinderlot
kiner
kinlo
kinman doriana
jimbo kinnison
kinsdaw
kintaro
adamar kirb
kirbat
kiri
b. kirkland
vad kirn
kirratha
kirroo
osika kirske
kisadran
mar'holt kisfrel
g.l. kisheb
kishka
tark kisima
kithnarrock
kitrin braves
eren kitt
kiucee bashiru
kiviett
kkral'nas
klaphini
klavin
klavisor
klaxus
klepish
tarr kligson
klimo
farn klin
eujustus kline
klito
kloon
klop nol
klusoe
kap klyp
knack
shodon ko
ko-no-rosu
daclo koat-xi
jyr koble
dajo koda
kodos
bronwynn koft
hyndis kogler
koho
koje
kokely
arteles kol
kolbaa
kolimaag
kolivo
kollan
kaycee kollenz
kolln
kona
konal
uro koo
plo koon's padawan
aitro koornacht
kooroo-coo
fendrilon koozar
kopart
koplin
korana
korcola
gor koresh
televan koreyy
korgan
kork
welex korofu
korrg
korro
korsaa
korsaan dwyll
kortanio
korval
korvalis
rahm kota
leon kovalski
morran kovoe
ilsan kowal
darth kozyr
jord kraas
kracko
kraemr
kraigg
krail
alden kraimer
darth krall
krall
zol kramer
kranash
kranor
krantz
krayt
kreb
kreeda
krees emmi voi
emon kref
krella
krelman
stav kren
krendan
krenjsh
kressar
krestrel d'naran
berwer kret
raquid krev
krezchak
kricad
krini-shen
krins
kris
llarn kristovv
krivlid
krix
kriyystak
darth kroan
kroden
kroeber loger
relaur kroford
kroger
krole
kron
kronn
kroperdin
kaelldin krothburt
krovis
krrl
krrsish
darth kruhl
krullian
krupo
kruuny
krynodd
alyk krysusten
kthoo-ra
ged ku'rys
pon rooshan
ursela kuat
kuchcel
kufu
kujet
kukul
ai-ari kuldi
iwo kulka's padawan
lyle kullan
sirta kum
vall kumauri
kun
exar kun
fo kuna
kurjak
kurluk
kuroma
felvath kurs
kursil
kurtruk
kuru
kushone
kuthara
kwaak
kwarg
bidlo kwerve
vona kwill
kybacca
kyber swiper
kydra
kym
kynas
myn kyneugh
jen kynlaz
kyossk
krynbalt kyr
kyra
kystes
kyt borksmit
jaron kyte
l'urak
l. izz nezz
sherche la plenn
juree la'zar
osa la
poreht la
aanxi raanxi laanxi
labio
laconio
oz ladnod
lafco
dek laffer
garouf lafoe
lafre impolk
nap lagard
lageose
jama lago
lagra
liaan lah
evram lajaie
chaka mater laka
lakhti
laksh'atz
lakshay
lalini ledeno
meso laloo
vrook lamar's padawan
eridan lanclo
virginia landrunner
aver lane
lani wesla
lanitra
coro lanra
darman lant
paro lanto
lanya sunt
lanza
laotah
xopw laow
can lar
lara
char'shen larcuna
vin larel
angus laride
lartan
larti
abel lasal
thar lasan
lina lascol
lassin
tytan latimer
nan latourain
zuzanu latt
sosear latta
shum laudor
laurose
kersh lauskner
layne
lazar
lazlik
lead cloning technician
ledeera
lee-chee mukmuk
bovit leebo
leebon
ocandra leeds
leeka
stonias leem
pira leemad
leero
leesagum
kenth leesha
lefix rovey
lege
tohan lege
ingas lek
lekaki
terrae lekes
lelie ruemerll
lellel
laki lembeng
lena missa's jedi master
lenang o'pali
cruva lenda
lento ye-gimu
lentra
milon lenwith
leo
leo bellsfar
lepira
kav lepkin
lepori
lesim
leso
kerri lessev
lessof
unna lettu
levier
lewis
lexei
ranso li
liam
phinta lianovi
wyrmen lictor
lidiah alexakis
hylemane lightbringer
lignu
lilham mk
korej lim
limal pakt
limbfree
pons limbic
linder
linis
dak linser
linth
linzre
lazu lirona
thi'in lis
lishi-na
liswarr'arindoo
lita
little noti
petson lizze
llane
llano
lloco
lloda
llotta
lo'baan
drake lo'gaan
lo'no
chargutt lo
hat lo
pons lo
whorm loathsom
lobwuwa loba
lobereki
lobis lobin
lobo ri
lobster head
locphet
cycy loctob
loden greatstorm's jedi master
lof
ditwar logas
reha logg
logirth
pertaal logris
lohjoy
lokaibus
darth lokess
lokmarcha
lolell
loli
unigard lom
lomeer
lomi usqi
lompaulsen
lomrokk
lomus
jecki lon
lonchant
soshu londahl
orrin loneozner
loneshot
hokkor long
chad longko
lonkus
hraashi lool
rotar lopani
alyss loqui
lorc
tellas lordin
lorem
loriach
thalos lorin
kenner loring
loris cona
cerk lormin
snoke loroan
lorrb
lorrin
lorrir
lort
casitine loscar
shagrad loset
losha
drelax lossa
lotek'k
xoddam lothipp
lotrent
lotter
tague louesh
noda lovan
rikard lovas
lovvrenk
lowhhrick
lowwel
lozara
lu
lubo
pensar luc
luca
lucien
lucky
lucky comet
lucky ferrariss
luco bronc
gydio lucone
luda
kolar ludd
ludi
lug
ne'wha lukaze
lulad
cydi lum
lumas
nom lumb
lumbo
gitchur lumpback
lunaara
lunae minx
lunda nyside
lunker
kai lunn
lunus
lup
lupon
luquena
lurking doom
lurll
garnet luss
lutha
luugro
large luxis
lye-em
miam lymontra
lyo
lyoon
lyron
m
m'kae
m'lindi
yade m'rak
utris m'toc
keelen ma
bekos maatu
sir mac
macdougal
darth macerus
mack
sama macoy
maoi madakor
madeli
madis
orris madmund
jebevel madon
madonna
madreeg
mady
maela
maeril
magernon
mages jink
kosto maggio
magret windtester
tork magzyn
mage
tikkal remb mah
mahlnor
mahreen
b'zun mai
maia revlin
maj aba
majjen
mak
mak krissido
fin mak'lath
talesh makeric
makim
makkeer
makki
maklooq
makoon
dodson makraven
pollus maksim
maktan plynt
makuta
mal'urc
tirs maladane
vare malago
teng malar
malbo
malena
maliss
mallaggi
linx mallicker
mallop
kid malmash
wuuden malnic
cinderon malpe
malthegn
malvor
mana
manac-nebut
manazar
tolo mandah
sandewar mandewar
lisa mandrake
tigard manes
maniid
manju
mann
rissa mano
yorsh manted
isla mantra
mar
arezi mar
arezi mar's jedi master
easal mar
vanzell mar-klar
tutso mara
davan marak
maramis
maranda
marcel shradeer
thanus march
shel marcino
marden
mardroon
mareesee
marfen
jora margal
margle
ralen margok
margon
marhas
h.f. marigand
albus marinith
marjolos
markenson
markin
benj marko
brace marko
markon
anton markox
marlem glay
marli greyd
marmor
vuraj marn
marok
maromaka
marot luriel
marrix
marrsel
marsabi
arne marson
martin
martz
vaslyn martz
marx
masakayan
masakene
masakint
masamu
masana tide's jedi master
mashra
ash masingani
denn maskar
maslo-skaff
massa
massobia
master aurek
master besh
master cresh
master dorn
master esk
master forn
master grek
master herf
master isk
master jenth
chalara matanga
sava matar
mathieson
mauit'ta
mav gatta
mavel
maxx
maya pei
mayday
maygo
mayiu
maynora
maysano
mayze vice
po mc'annon
mcdibbs
miggs mckane
mcnamara
pharl mcquarrie
fen mctyela
kalro mear
adah meborman
achk med-beq
varen medis
timon medon
medypsh
mee'ma
yeesre mee
morn meebler
meeka
meeko
javroth meers
meeshal
orso meeto
meevid
quith meglar
fir megsan
shrindi meille
meira
urjef mekor
melas
melchior votto
meller
sabe melnau
melo tolicus
saff melor
meloria's jedi master
melos
theo meltsa
menndo
menoda
mera mal
merdeon
elisha merew
liana merian
merish
merith
sin merk
talos merkin
merqs
merrejk
merrill
orin mersai
mertan
meslinger
paqin mesoli
messpiin
hex metoni
metrisse
metz
meydhu
mezlo
minlaxi mezulti
signet mezzileen
mi'raj
celjo mi
mianda
mic
micho
wevat midian
mig dryko
yerka mig
cat miin
mikilanie
millae
tosk millano
grini millegi
darth millennial
nar millich
mills
anandra milon
karpen miltik
laech min-glsain
min-reva
minalod
minch
minder four
mindran
pillon miner
chen ming-di
minga
anabe minne
demelza mintori
miow joon
tia mirabel
mire terror
mirim kess
branff miro
mirx
misch'an
misha sharuk
mishko
oultovar misk
mas missur
misty
mither
mitker
mitraela
mitsh
ardana mitt'ayehe
mitzy
mixer
mixx
mlaske
mlen boj
aks moe
moffi
mogark
moggee
begaral moghare
mogoyu
mogra'daal
quocrag mogra
mogroch
mogurk
fensi moisk
shenda mol
moleese
molo jopeem
trech molock
mon destras
vezzin monay
monda
mondegrene
monne
kem monnon
monsalmo
farns monsbee
goonral monshi
mont'kar'oh
rohmar montgo
montrasword
umwaw moolis
moonbloom
mooneyes
moora
moosh
moosh kole
moothie
moppog
shisha mor
morbiss
shol mordeaux
mordekai
mordianius
firin morett
morgo
mori
darth morias
morka
morningfire
morol
moroo
morpitoo
weston morro
morse
mort coblin
mortan
rabby mortunk
mosh
viz moshara
s. moshuddaa
moska
mossy
jarse motempe
scrapjaw motito
motta
mount sorrow
lorgan movellan
mowaat
moxxin
moy
reku moz
mozak krill
zeb mozh
odeffro msern
mstrslcr
tulli mu
clemah mudoo
muerdo
muk muk monkey
mukit
mulleen
morrie mullins
mun
munduri
muntanye
munu
peko-peko munzati
keaton murag
murl
murley
muro
muroma
murquan
murro
murrtaggh
mursey
musk
bohhuah mutdah
torkil mux
muxa
muz
muzzle
mykge
mylas
turgot mynes
cyslin myr
ibti myrak
myrlinator
myrna rondo
mzun
mzzrzz
n'a-kee-tula
endaw n'gard'm
na'ilia
doikk na'ts
na-ne
naaartaaat
garmen naadra
naand
bokk naarg
naath
nace
nadri
puko naga
piar nagelsa
wipolo nagg
nagi tsukumo
nagratha
mercevian nagua
naist
naja
nakgru
urman nakk
nalita
carmiya nalle
yma nalle
rand nalleck
namenthe
tanruka namhi
namrhe
lilac nani
nantz
koopla nanuk
m'ak nar
morg nar
nardakka
naresha
naria
narin
narj
jesha narlock
narrin
narse
narseri
renk narviz
birdigan nasalle
nasda
hirodin nasli
nasling
nor'sha nassko
nastuonodon
ve-ta naswee
natara
amm natejeka
quil nathan
romas navander
pattros navesh
navik
nawnam
velst nay'sro
nadem naz
ne'lear
goodrow neb nob
buwon neb
tarron neb
nedriss narr
neebo
neelo
gayman neeloid
kela neerik
neeso
ley neetels
neevat
yim neher
neihero
yerkys neir
nel frel
karu nelbin
nelinik
reya nell
nellis
giktoo nelmo
ben neluenf
tun'sa nem'ro
nemenov
nemet
nena
nenasha
a. nepa
neroli
darg neros
jev nerran
nerrethel
delt nerris
e.c. nerwal
odin nesloor
nesslax
netro
theron nett
feras neuvalis
marjan neuvalis
neva yaranu
nevar yalnal
neverez
somaled new
nex
anib ney
nfoota
nhivan lao
viv'nia nia'viv
nibs
nibsy
nic
nichos marr
nick
nico
nict
niffla
gerrin nikals
nikambree
nikylitis
raeleene nimsiik
nine-seven saquanz
trivak ninegun
niner
dua ningo
ninui
niobaya
nioka
nipaltoo
nira
nathanjo nirrelz
prem nistt
nita
nizuma chith
njock
ballia noaddo
noako
noba
krav noblis
valsi nocurja
gavron noff
nofis
noh
nojak
nojamil
noki
tolan nokkar
vect nokru
kre nol-shod
nolaa
nolid
noloinian
nolor
noma
nomad-damon
nomos
nonk
nonrey
nooch
nool
simi noor
nooranbakarakana
nor'ana
norbo
norgon
norokai
dulor norr
norrin
vin northal
norve-gloss
norwich
ephri norz
iglan'tine nos
ossluk noslee
darth nostrem
notea
tillia nova
novitz
nox
darth nox
gap nox
gester noxx
pinrado noza
nubblyk
nuboocha
geeot nuetia
nugek
jipoly numifolis
need nunb
nunbar
nuni
nurha
nussi
tannor nuum
nuyu
nyall
nyarla
nych
nyran
nyrconnel
o'ra've
o'urr'akk
obanz bayn
obitoki
obo
odon obrit
oby bobissia
occo
oceke
ocpior
od keder
odabba
odana campo
tanna odann
naftrat odarr
odell
odu
falner oeth
offo
offra
oggro
ogo
ayadra ogo
ohley
ohvan
ojiee
phontos ojo
okali
okara
okbu
okean
cyruss okent
len okero
okma
oko-po
oksan
oktar
ol' reb
olavey
old hardshell
old one-eye
old waiden
olega-dann
olin dille
olipo
ollender
ollie
usan ollin
oloun
mustag olus
atenna olypo
aguth omak
torrig omal
glahst ombra
omel sampak
jaj omie
kesin ommis
ompiach
mazzum onas
sakul ondondanax
oni jass
yulon onning
onoru
aron onstall
harribore onuta
oo'ob
ooblamon
oodora
ook
bhima ook
oolamalloola
oollj
oon-ai
oonli charum
oorallon
ooris
luko oorn
oos-rin-arrek
opelle
opfo
kanzhei opli
kalzutan opreka
juronus opto
n.j. opuh
mykon ora
hol't deb orah
antage oran
dasi oran
orax tazaene
orchros vak-porouth
vraker orde
ordea
padma ordes
ordiron
chernan ordo
tegris ordo
ordon
oren cole
yotts oren
orequelandomani
malfac orfk
orgglo
orilltha
t. orini
oriop opiri
orkaro
orland
orlis
evar orllincus
orlok
ormeddon
ninopas orocc
ororab
orr dayfinder
orrsa
danka orsato
orsk
orta
orvek
koll orvenk
orys
osgoode
oshadam
oshi-jid
kili oso
osrund
kip ostar
ostenmustdie
oster
osteregi
osuno whett
oth
dalus othona
nezhel othren
otip ashtep
jyrom ottdell
ottilie
ouannii
ovana
belgar overlord
t'haley overseer
ovica
ownellco
ox
ox-herder
oxenbrigg
oxixo
oz
athewn ozi
p'i
cho p'qun
hoit pa'doit
ister paddie
page
paghee'dhe
pagunt
paias reef
tabakan pak
paka
pake
pala
palabar
firris palbert
palia
paling
tobias pall
eri palle
palok
palpatine ii
palton
pandur
urk panga
pantoran assembly representative
paola
paonu
parabur tuleg
ank parako
anna param
paramiah shrove
mois parcon
pargo coffin
darth parios
parko
parl
parnarosis
parnax
galward paronis
parr
harzoon parr
pars-valo
dwint parsopalton
cedo partu
parugga
pascoe
pashda
pasqual
pastiwell zick
pastron
pavs
venti paz
pearce
peeples
peers
samnel peers
peeta
peex curando
pegla
pei
geggis pek
amaryl pel
pelayus
peleth
pelles
aiyah pellorean
pema
pend
pepeh blangko
darth perash
pere
peroka
perrik droft
perrin
perry
perush-anon seedia
pesalt
pessin
piers petan
soden petigar
ph'olla
phanuel
phenesta wesh
lee phenets
samran phesh
phi
phillian
ermin phin-mar
yalka pho
phobos
phoebos
phon'qi
phyll
pi'tar
pi-lippa
pia
piapo
piard
o'evitt piboi
pich
pichaff
pick
pieps
pierson
pieto
pigsmightfly
pii-lor
chasen piian
piik
piikow
thandisten pikalo
dux pike
dyn pilga
caspus pillar
pillofa
pilok
pim labass
pina
hirom pinkatta
pinota pakinota
pisc dowdrena
piter
pitkth
pitri
hytho pixx
pjolan
plaado
plada
darth plagueis
planore
plapper
bev plar
slembax platt
plautopseum
helen player
chalm plesk
bilk plessey
plevitz
plitch
plix
plo mandrill
esrca plo'kre
plorest
ger plortor
xornu plox
plug
pobos
poc
pocka
mina podia
podono
pog
pol-adi
polain
polite patron
ryden pollad
netrem pollard
polow
zokor polpot
poluga wye
clemitt polus
polyp
pom gornay
pombo
cally pon
pono
mrp-mrp poo
yarael poof
popa yup
poppy
porcellus
pord
poreni
porpman
rewen porrot
port'yr
portent
portin
porto
possak
posypetal
poteet
shadday potkin
clyss power
kelo poy
ozik poyiu
folux pozur
joa pqis
prakas
prap
prata
artuo pratuhr
izal pre
precht
preed krasnett
preeti delmin
prender
leikanos presh
pri'am q'asl
prie
prie's jedi master
priggit
drev prilarca
prime jedi
zoleh prin
princho
prinlaeco
pritka je
prixqip
prod
prodoranya
progga
rulan prolik
prost
prydde
benet pryer
ptellung
pthillip
noody pu
pua
puckwale
puesso
darth pulsiva
pultimo
pumav
punch
punfor
puriv
purong
purpruff
pursal
puttana pin
elnick pye
pyjam
pyya bocc
q-viza
qa'till
qadan
qade
darth qalar
qatak qantaras
qarshan
qaterman
qeel
ulic qel-droma's jedi master
qellrin
qensog
qorvin
qu rahn
anistia qu
ribbo qua'lu
quadoro
zenoc quah
quarik
quarlo
quarren trawler
leed quarrezz
roland quarry
quawei
quaysail
que-dama
quedlifu
quero
queya
dynym quid
sammo quid
corman quien
quilsen
quinar
barthow quince
nontal quincu
quinny
quint cresadde
quinze
sarthon quis
quixio
bola quo
norel quo
quola
simero quonit
si qurr
qwerb
r
tyanna r'khila
hans r'kov
r'tess
graven r'ube
xaran raal
raatha
faddera rabar
delva racine
mazer rackus
ractivelle
akers radch
radio dj
radorm
rae'lux
raech
raeda-ke
koedi raef
rafe
ragab
staas ragnabi
ragon
mat rags
ragsall
riok ragul
paouoish rahhdool
quek rai
carta railey
raith
raiva melin
raivan dhavik
raka
darren rakal
raloph
rama
custo ramak
ramakak
ramid
dak ramis
rampage
ran yaltan
gehren rand
barion raner
rannah
ranquiv
ransen
rantu
ranu orkin
raouul
raptor
bar ras
j. ras-teker
rasan-je
rascal
rasdel
zho rasi tuum
lun rask
raslin grace
rasma
tonkoss rathba
rather suspicious witness
rathleek
ratko
nagat keris ratua
raumpf
darth ravi
rawarok
rawlson
l'kew rawo
rax
piodas ray
gillian rayburst
bali rayden
raymo
trebold raynor
halcor raystel
razafi
razelfiin
razere
razian
razke
hakkun re hanuther
sotna reat
darth reave
rebb
rebem
rebu
rebuker
recklaw
vanbec recliva
homonix rectonia
red blade
red galli
the red quarren
redano
sodoh reddik
rednax
reegesk
reeka
thon reemus
jinn reeso
reess passik
reeta
musmuris reetgeet
tolomar reez
reff
reffe
regall
amanza regalo
barouth regorab
regump
lia reicheds
dalan reid
jaard reidan
botlat rej
reridan reksiss
reku
rekush
rel
pak relda
zoiya relle
rellen
rellian
rellra
remla moonis
jav remlyn
guy remmington
remolo
ren-quarr
rena
renata
renau
ander rendrake
rendric
renefra ren
renegade three
renei
limna renence
renfro
rengar
skahvi renlow
renn ainik
soskar renn
rennek
dav-wes renno
kylie renoren
voren renstaal's jedi master
olan renz
renza
reo
repreever
rerri
rersey
jollin resbin
resk
djovi resmia
tunda ress
resstrrunn
restin
retar
rethalow
wruq retk
rettig
retwin
rev barabo
revan
pol revver
tamizander rey
reydon
marinna reynolds
rh'klin
rhal
onjo rhask
fyn rhee
syrh rhoams
rhodes
rhodi
rhymer
p'laang ri
riane
ribba
ribeiro
riccarn
richard stevenson
tania richard
onila richblum
rick
parf rickitt
ridge
ridil
gani riduli
tee riffle
rigglen
rignik
tonaa rikstnns
ril ion aire
ril shiwer
etkis rilad
rill
rillian
rimki
rimona
rinfro
waymo rion
riponjonang
manu rippodo
rismo
risol
rist
ma-dok risto
rita
rivai
dix rivan
sol rivas
bokran rix
ro
ghijian ro
madi ro
skia ro
roanda
roax
roba barev
p'den robalt
alhond robari
roberts
roborhyan
robula
rock-claw
rocko
rod
rode
faya rodemos
rodjnik
roeg
roek
roff
bo rogiave
rogis
rogoe
rohr
roj ohjon
roka
roko
rokon
rokure
rolas
rolettan
clave rollek
codus romanthus
romila kaveh
romtok
rone
roni
pha rool
charn roondha
isnal roran
rorian
rorjow
zabmon roro
rose
roshyk
rosion
pepe rossh
rosso
rossuk
detta rotan
rothlan
rothy trah
adler roty
rouggle
selo rovak
ixian rovieda
rovo
rowan urr
rowd
qwen rowwat
rox
royen
royna
feb rozo
jonkah rremset
ruati
ruchikila
rudaga
rudy
ruen nam
rugar
rian ruh
larno ruhuk
anj rujj
ruki
rula
ruler seven
ruler six
oble rumb
helfun rumm
rungs
grint rupar
rupe
cid rushing
tiem rutnar
ruto
rutowan cannter
ruur'ur
darth ruyn
tubleek ruz
rybo
rycer
rycher
ryco
zo ryda
brynn ryeule
rylon
peleg ryn
rynark
rynn'k-lee
carklin ryoon
callixido ryss
ryssk
rytar
mac rytin
ryyts
ryza ayre
s'densta
s'diawae
s'hrah
s'lixike
s. v. skynx
sa'kalla
t'ra saa
anton saar
sabini
chesille sabrond
sacritte
jorg sacul
naga sadow
sae
sage kinzem
zerelda sage
maby sagedo
kazza-ki sagree
sahen idane
sakai
solokin sakellar
lorjan sakku
gavin sal
tare sal
salaban
saleeh
honor salima
sallee ooph
saloor
salos danix
salporin
saminalwala
saminalwasa
samir lee
samjo li
samm
sammeh
sammo
allie samta
samuro
samwa
dotdat san
mian san
ruu san
mul sanaka
sanasiki
terrin sandafar
wan sandage
sandrin
fud sang
sanga
tura sanga
krill sans
santa claus
santar
vid santari
eskil abon santhe
santiago
santop
tyris santorini
santos
sanver
sapor
marg sar
korta sarc
owen sareth
sarevelin
sari
eddriss sark
sebla sarobia
sarra venalskar
sarsh
sart juloss
sartan
saskoria
sat'chq wat'ch
sato bizaz
anahul sato
sattlar
saurval
savas
jog saveen
thi sawrtin
saya
sayori
saz
jak sazz
scaanos
osh scal
yesi scala
poew scar
